ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 120, AID: 0, Miner created.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 132793, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 132793, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 132809, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 132809, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 132955, AID: 11, Smelter finished producing Copper ingot. 40 ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 132959, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 132988, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 132989, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 133117, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 133130, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 133148, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 133167, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 133221, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 133272, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 133275, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 133299, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 133426, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 133435, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 133454, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 133465, AID: 15, Foundry finished producing steel ingot. 80 steel ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 133527, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 135171, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 135174, AID: 5, Transporter is traveling to miner.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 135172, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 135324, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 135339, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 135339, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 135483, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 135490, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 135530, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 135531, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 135552, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 135639, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 135642, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 135655, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 135687, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 135792, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 135802, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 135841, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 135853, AID: 15, Foundry finished producing steel ingot. 81 steel ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 135871, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 135959, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 135999, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 136028, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 136029, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 136112, AID: 11, Smelter finished producing Copper ingot. 41 ingots are produced.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 136149, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 136184, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 136189, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 136304, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 137851, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 137874, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 137878, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 137890, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 137911, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 138017, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 138028, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 138050, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 138101, AID: 15, Foundry finished producing steel ingot. 82 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 138136, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 138190, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 138233, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 138291, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 138407, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 138447, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 138463, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 138495, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 138578, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 138618, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 138666, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 138754, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 138776, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 138777, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 138791, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 138821, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 138909, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 138913, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 138943, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 139125, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 140595, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 140623, AID: 5, Transporter is traveling to miner.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 140623, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 140642, AID: 15, Foundry finished producing steel ingot. 83 steel ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 140664, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 140666, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 140765, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 140801, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 140820, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 140835, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 140921, AID: 11, Smelter finished producing Copper ingot. 42 ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 140931, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 140991, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 140995, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 141085, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 141102, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 141108, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 141238, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 141273, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 141276, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 141273, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 141336, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 141408, AID: 15, Foundry finished producing steel ingot. 84 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 141432, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 141437, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 143200, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 141438, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 141508, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 143371, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 143381, AID: 5, Transporter is traveling to miner.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 143412, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 143486, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 143560, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 143569, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 143640, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 143656, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 143693, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 143793, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 143828, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 143855, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 143859, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 143918, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 143963, AID: 15, Foundry finished producing steel ingot. 85 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 143986, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 144009, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 144018, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 144091, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 144093, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 144180, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 144185, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 0, FID: 1, time stamp: 144247, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 144253, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 144291, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 144334, AID: 11, Smelter finished producing Copper ingot. 43 ingots are produced.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 144420, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 144490, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 146133, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 146151, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 3, TID: 3, SID: 0, FID: 0, time stamp: 146155, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 146186, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 146190, AID: 1, Miner started mining Copper, current capacity: 19/20.
