ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 74, AID: 0, Miner created.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 178553, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 178556, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 178554, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 178665, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 178669, AID: 15, Foundry finished producing steel ingot. 102 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 178709, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 178715, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 178862, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 178970, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 179125, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 179127, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 179167, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 179281, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 179286, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 179343, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 179438, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 179440, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 179440, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 179517, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 179598, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 179736, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 179753, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 179757, AID: 15, Foundry finished producing steel ingot. 103 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 179892, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 179893, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 180045, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 180059, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 181251, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 181255, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 181270, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 181272, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 181277, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 181423, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 181426, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 181451, AID: 11, Smelter finished producing Copper ingot. 52 ingots are produced.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 181561, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 181577, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 181582, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 181716, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 181737, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 181868, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 181883, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 181911, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 182023, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 182027, AID: 15, Foundry finished producing steel ingot. 104 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 182037, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 182039, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 182193, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 182198, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 182328, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 182348, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 182482, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 182483, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 182637, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 182643, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 182654, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 183945, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 183949, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 183953, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 183970, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 184121, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 184141, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 184253, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 184275, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 184279, AID: 15, Foundry finished producing steel ingot. 105 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 184407, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 184409, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 184560, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 184562, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 184580, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 184715, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 184733, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 184735, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 184737, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 184888, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 184902, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 184905, AID: 11, Smelter finished producing Copper ingot. 53 ingots are produced.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 185021, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 185043, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 185047, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 185175, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 185192, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 185328, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 185349, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 186698, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 186699, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 186701, AID: 15, Foundry finished producing steel ingot. 106 steel ingots are produced.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 186701, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 186700, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 186855, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 186864, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 187003, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 187009, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 187156, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 187158, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 187312, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 187316, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 187316, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 187466, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 187470, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 187471, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 187494, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 187640, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 187667, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 187737, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 187795, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 187799, AID: 15, Foundry finished producing steel ingot. 107 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 187892, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 187894, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 188045, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 188048, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 188099, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 188199, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 188222, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 189389, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 189392, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 189433, AID: 11, Smelter finished producing Copper ingot. 54 ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 189542, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 189543, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 189547, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 189696, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 189700, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 189701, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 189723, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 189872, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 189898, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 190001, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 190027, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 190030, AID: 15, Foundry finished producing steel ingot. 108 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 190156, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 190158, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 190312, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 190316, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 190331, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 190466, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 190486, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 190487, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 190642, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 190647, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 190771, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 190796, AID: 5, Transporter is traveling to miner.
